frame,rendering,scripts,physics,animation,garbageCollector,VSync,globalIllumination,ui,others
155,0.26564,0.070317,0.004902,0.000732,0,0,0.000463,0.004821,7.598126
156,0.285952,0.056946,0.002657,0.000644,0,0,0.000474,0.005322,8.091827
157,0.241857,0.073755,0.004198,0.000841,0,0,0.000474,0.005661,11.31907
158,0.444356,0.064898,0.002159,0.000993,0,0,0.00048,0.004602,8.252569
159,0.291336,0.067911,0.004683,0.000716,0,0,0.000614,0.005714,11.1492
160,0.450471,0.059772,0.002146,0.000585,0,0,0.00043,0.004167,7.472106
161,0.254757,0.057746,0.004053,0.000575,0,0,0.000482,0.004176,7.617594
162,0.265969,0.066014,0.002259,0.000733,0,0,0.000569,0.005909,7.410346
163,0.267098,0.061136,0.002146,0.000833,0,0,0.000469,0.004559,8.371367
164,0.321053,0.069551,0.004553,0.000689,0,0,0.000515,0.004515,7.017581
165,0.272565,0.083002,0.002269,0.000878,0,0,0.000476,0.005395,7.720878
166,0.416139,0.079432,0.005358,0.000796,0,0,0.000426,0.008126,7.148112
167,0.362825,0.066935,0.001997,0.000683,0,0,0.000502,0.005928,8.012233
168,0.25796,0.069477,0.002495,0.000746,0,0,0.000451,0.005287,7.369047
169,0.295296,0.072823,0.005362,0.000755,0,0,0.000477,0.007034,7.780327
170,0.249677,0.062831,0.002357,0.000698,0,0,0.000441,0.004574,7.720493
171,0.352377,0.0692,0.005603,0.000845,0,0,0.000425,0.005179,7.318598
172,0.455165,0.09364,0.002271,0.00074,0,0,0.000437,0.00465,7.581707
173,0.525778,0.090751,0.002524,0.001226,0,0,0.000486,0.005141,7.791289
174,0.265055,0.069342,0.004786,0.001018,0,0,0.000617,0.004916,7.285757
175,0.336109,0.059591,0.001837,0.000593,0,0,0.000488,0.005612,8.007355
176,0.322882,0.121477,0.004662,0.000693,0,0,0.000527,0.006487,11.55409
177,0.403272,0.061341,0.002301,0.000618,0,0,0.000471,0.004543,7.139546
178,0.244314,0.069456,0.005167,0.000724,0,0,0.000492,0.00494,11.2575
179,0.263323,0.06677,0.002401,0.000717,0,0,0.000917,0.004934,12.65534
180,0.285804,0.061609,0.003484,0.000709,0,0,0.000463,0.004893,7.415953
181,0.366383,0.141062,0.002298,0.000964,0,0,0.000472,0.005458,11.70661
182,0.317091,0.079152,0.004964,0.000811,0,0,0.000461,0.005148,7.450221
183,0.463589,0.078563,0.002217,0.00076,0,0,0.00047,0.020078,11.15965
184,0.389045,0.134433,0.005333,0.000958,0,0,0.000539,0.005785,11.89481
185,0.271456,0.070223,0.002219,0.000717,0,0,0.00047,0.004921,6.726622
186,0.337488,0.080565,0.006764,0.000837,0,0,0.00046,0.004203,8.064882
187,0.289253,0.073123,0.00337,0.000807,0,0,0.00046,0.005436,11.73631
188,0.534453,0.064379,0.003856,0.000605,0,0,0.000866,0.005431,7.045531
189,0.26742,0.072026,0.002354,0.000794,0,0,0.000496,0.004645,7.615444
190,0.253501,0.074656,0.004959,0.000743,0,0,0.00042,0.004731,7.79099
191,0.269768,0.080344,0.002772,0.000876,0,0,0.000451,0.005779,7.56751
192,0.361849,0.080777,0.002421,0.000947,0,0,0.000448,0.006156,7.597481
193,0.387529,0.076421,0.005044,0.000918,0,0,0.000468,0.005483,7.689002
194,0.340688,0.071518,0.002811,0.001207,0,0,0.000452,0.00537,7.369774
195,0.474175,0.084436,0.005352,0.000667,0,0,0.000488,0.00428,8.490798
196,0.364713,0.070989,0.00214,0.000686,0,0,0.00044,0.005914,10.83043
197,0.25928,0.07006,0.004533,0.000998,0,0,0.0005,0.005823,7.31665
198,0.34013,0.15188,0.00222,0.000767,0,0,0.000459,0.005361,7.992108
199,0.255587,0.103608,0.002149,0.00071,0,0,0.000485,0.006757,11.98635
200,0.269355,0.073825,0.004882,0.000713,0,0,0.000458,0.005909,23.1307
201,0.478926,0.080688,0.005537,0.000857,0,0,0.000716,0.06618,23.33775
202,0.259851,0.069364,0.004241,0.000693,0,0,0.000432,0.004942,7.315891
203,0.255827,0.067393,0.004774,0.00068,0,0,0.000481,0.004967,7.649442
204,0.261072,0.068438,0.002221,0.000666,0,0,0.000475,0.005165,8.39813
205,0.644077,0.070363,0.004778,0.000723,0,0,0.000717,0.005424,10.6695
206,0.43729,0.084971,0.002412,0.000721,0,0,0.000727,0.005043,7.857337
207,0.505659,0.073396,0.004612,0.000715,0,0,0.000474,0.005557,10.87562
208,0.397036,0.065548,0.00232,0.000698,0,0,0.000463,0.004747,7.400945
209,0.269927,0.068161,0.004666,0.000676,0,0,0.00052,0.005459,8.23166
210,0.250124,0.073847,0.002345,0.000786,0,0,0.000453,0.005192,7.363087
211,0.488681,0.074781,0.003226,0.001331,0,0,0.000511,0.004885,7.265435
212,0.514928,0.073998,0.004931,0.00073,0,0,0.00054,0.00545,7.831608
213,0.252766,0.072254,0.002817,0.000847,0,0,0.000434,0.005062,7.291492
214,0.317457,0.081686,0.006066,0.000757,0,0,0.000463,0.005187,7.538166
215,0.262451,0.078406,0.00226,0.00076,0,0,0.000477,0.005266,7.833192
216,0.264205,0.070755,0.002637,0.000712,0,0,0.000486,0.016533,7.449312
217,0.245754,0.070858,0.087235,0.00084,0,0,0.00048,0.005309,8.022972
218,0.269672,0.0695,0.002303,0.000943,0,0,0.000434,0.005264,7.730351
219,0.264551,0.074121,0.005098,0.000698,0,0,0.000437,0.005311,7.09083
220,0.255321,0.066625,0.002726,0.000764,0,0,0.000464,0.004995,7.800578
221,0.515284,0.10191,0.002348,0.000966,0,0,0.000823,0.005672,7.425545
222,0.251796,0.069789,0.004808,0.000682,0,0,0.000428,0.005153,7.914034
223,0.240013,0.067414,0.002427,0.000744,0,0,0.000517,0.00488,7.966243
224,0.269139,0.158149,0.005119,0.000753,0,0,0.00043,0.007455,6.946374
225,0.31639,0.092576,0.001929,0.000866,0,0,0.000453,0.008665,7.326019
226,0.348434,0.086213,0.002806,0.000837,0,0,0.000457,0.005393,8.103532
227,0.306214,0.089162,0.005856,0.000933,0,0,0.000526,0.034303,7.237931
228,0.261478,0.062791,0.002546,0.000666,0,0,0.00049,0.004198,8.307045
229,0.295832,0.077027,0.005065,0.00087,0,0,0.00049,0.005913,7.368756
230,0.319872,0.09836,0.002565,0.052637,0,0,0.000489,0.006888,7.269322
231,0.304928,0.069362,0.002184,0.000797,0,0,0.000534,0.00615,8.510395
232,0.510803,0.105019,0.005291,0.000819,0,0,0.000463,0.005592,6.157539
233,0.284107,0.063587,0.002689,0.000849,0,0,0.000744,0.005573,8.813006
234,0.243616,0.079993,0.004433,0.000766,0,0,0.000463,0.004805,6.653586
235,0.283776,0.073851,0.002582,0.000846,0,0,0.000443,0.004918,8.123149
236,0.276217,0.084521,0.002779,0.000955,0,0,0.000476,0.00697,7.281774
237,0.261373,0.063347,0.004093,0.000613,0,0,0.0005,0.004316,7.937449
238,0.283397,0.061129,0.001925,0.000609,0,0,0.000475,0.004476,8.092183
239,0.334232,0.094943,0.005798,0.000807,0,0,0.000477,0.005856,7.250585
240,0.388189,0.104913,0.004916,0.000774,0,0,0.000479,0.006296,7.240087
241,0.324039,0.081332,0.002878,0.000887,0,0,0.000469,0.005382,7.201864
242,0.240397,0.061218,0.003781,0.00072,0,0,0.000484,0.006419,8.37697
243,0.287636,0.06412,0.002019,0.000704,0,0,0.000453,0.004999,7.223608
244,0.290981,0.086871,0.004775,0.000637,0,0,0.000559,0.004909,8.136381
245,0.316701,0.093357,0.002196,0.000716,0,0,0.00052,0.005823,7.64047
246,0.311181,0.096751,0.003481,0.000803,0,0,0.000484,0.006825,6.826827
247,0.305586,0.081513,0.005168,0.000819,0,0,0.000479,0.006151,11.67783
248,0.332239,0.08721,0.002378,0.000866,0,0,0.000444,0.006524,7.486184
249,0.257877,0.08639,0.018167,0.000763,0,0,0.000448,0.005127,8.305459
250,0.379177,0.088696,0.00274,0.000945,0,0,0.000464,0.005739,11.65511
251,0.261991,0.06357,0.003859,0.00092,0,0,0.000468,0.005518,6.886202
252,0.241596,0.063116,0.004312,0.000778,0,0,0.000453,0.004677,26.42026
253,0.358426,0.085764,0.012013,0.000873,0,0,0.000654,0.004134,37.62719
254,0.21409,0.062174,0.00596,0.000718,0,0,0.000454,0.005018,8.415165
255,0.448664,0.082751,0.004748,0.000787,0,0,0.000697,0.008532,11.94714
256,0.280894,0.074713,0.003031,0.000769,0,0,0.000505,0.005707,10.73017
257,0.26564,0.070317,0.004902,0.000732,0,0,0.000463,0.004821,7.598126
258,0.285952,0.056946,0.002657,0.000644,0,0,0.000474,0.005322,8.091827
259,0.241857,0.073755,0.004198,0.000841,0,0,0.000474,0.005661,11.31907
260,0.444356,0.064898,0.002159,0.000993,0,0,0.00048,0.004602,8.252569
261,0.291336,0.067911,0.004683,0.000716,0,0,0.000614,0.005714,11.1492
262,0.450471,0.059772,0.002146,0.000585,0,0,0.00043,0.004167,7.472106
263,0.254757,0.057746,0.004053,0.000575,0,0,0.000482,0.004176,7.617594
264,0.265969,0.066014,0.002259,0.000733,0,0,0.000569,0.005909,7.410346
265,0.267098,0.061136,0.002146,0.000833,0,0,0.000469,0.004559,8.371367
266,0.321053,0.069551,0.004553,0.000689,0,0,0.000515,0.004515,7.017581
267,0.272565,0.083002,0.002269,0.000878,0,0,0.000476,0.005395,7.720878
268,0.416139,0.079432,0.005358,0.000796,0,0,0.000426,0.008126,7.148112
269,0.362825,0.066935,0.001997,0.000683,0,0,0.000502,0.005928,8.012233
270,0.25796,0.069477,0.002495,0.000746,0,0,0.000451,0.005287,7.369047
271,0.295296,0.072823,0.005362,0.000755,0,0,0.000477,0.007034,7.780327
272,0.249677,0.062831,0.002357,0.000698,0,0,0.000441,0.004574,7.720493
273,0.352377,0.0692,0.005603,0.000845,0,0,0.000425,0.005179,7.318598
274,0.455165,0.09364,0.002271,0.00074,0,0,0.000437,0.00465,7.581707
275,0.525778,0.090751,0.002524,0.001226,0,0,0.000486,0.005141,7.791289
276,0.265055,0.069342,0.004786,0.001018,0,0,0.000617,0.004916,7.285757
277,0.336109,0.059591,0.001837,0.000593,0,0,0.000488,0.005612,8.007355
278,0.322882,0.121477,0.004662,0.000693,0,0,0.000527,0.006487,11.55409
279,0.403272,0.061341,0.002301,0.000618,0,0,0.000471,0.004543,7.139546
280,0.244314,0.069456,0.005167,0.000724,0,0,0.000492,0.00494,11.2575
281,0.263323,0.06677,0.002401,0.000717,0,0,0.000917,0.004934,12.65534
282,0.285804,0.061609,0.003484,0.000709,0,0,0.000463,0.004893,7.415953
283,0.366383,0.141062,0.002298,0.000964,0,0,0.000472,0.005458,11.70661
284,0.317091,0.079152,0.004964,0.000811,0,0,0.000461,0.005148,7.450221
285,0.463589,0.078563,0.002217,0.00076,0,0,0.00047,0.020078,11.15965
286,0.389045,0.134433,0.005333,0.000958,0,0,0.000539,0.005785,11.89481
287,0.271456,0.070223,0.002219,0.000717,0,0,0.00047,0.004921,6.726622
288,0.337488,0.080565,0.006764,0.000837,0,0,0.00046,0.004203,8.064882
289,0.289253,0.073123,0.00337,0.000807,0,0,0.00046,0.005436,11.73631
290,0.534453,0.064379,0.003856,0.000605,0,0,0.000866,0.005431,7.045531
291,0.26742,0.072026,0.002354,0.000794,0,0,0.000496,0.004645,7.615444
292,0.253501,0.074656,0.004959,0.000743,0,0,0.00042,0.004731,7.79099
293,0.269768,0.080344,0.002772,0.000876,0,0,0.000451,0.005779,7.56751
294,0.361849,0.080777,0.002421,0.000947,0,0,0.000448,0.006156,7.597481
295,0.387529,0.076421,0.005044,0.000918,0,0,0.000468,0.005483,7.689002
296,0.340688,0.071518,0.002811,0.001207,0,0,0.000452,0.00537,7.369774
297,0.474175,0.084436,0.005352,0.000667,0,0,0.000488,0.00428,8.490798
298,0.364713,0.070989,0.00214,0.000686,0,0,0.00044,0.005914,10.83043
299,0.25928,0.07006,0.004533,0.000998,0,0,0.0005,0.005823,7.31665
300,0.34013,0.15188,0.00222,0.000767,0,0,0.000459,0.005361,7.992108
301,0.255587,0.103608,0.002149,0.00071,0,0,0.000485,0.006757,11.98635
302,0.269355,0.073825,0.004882,0.000713,0,0,0.000458,0.005909,23.1307
303,0.478926,0.080688,0.005537,0.000857,0,0,0.000716,0.06618,23.33775
304,0.259851,0.069364,0.004241,0.000693,0,0,0.000432,0.004942,7.315891
305,0.255827,0.067393,0.004774,0.00068,0,0,0.000481,0.004967,7.649442
306,0.261072,0.068438,0.002221,0.000666,0,0,0.000475,0.005165,8.39813
307,0.644077,0.070363,0.004778,0.000723,0,0,0.000717,0.005424,10.6695
308,0.43729,0.084971,0.002412,0.000721,0,0,0.000727,0.005043,7.857337
309,0.505659,0.073396,0.004612,0.000715,0,0,0.000474,0.005557,10.87562
310,0.397036,0.065548,0.00232,0.000698,0,0,0.000463,0.004747,7.400945
311,0.269927,0.068161,0.004666,0.000676,0,0,0.00052,0.005459,8.23166
312,0.250124,0.073847,0.002345,0.000786,0,0,0.000453,0.005192,7.363087
313,0.488681,0.074781,0.003226,0.001331,0,0,0.000511,0.004885,7.265435
314,0.514928,0.073998,0.004931,0.00073,0,0,0.00054,0.00545,7.831608
315,0.252766,0.072254,0.002817,0.000847,0,0,0.000434,0.005062,7.291492
316,0.317457,0.081686,0.006066,0.000757,0,0,0.000463,0.005187,7.538166
317,0.262451,0.078406,0.00226,0.00076,0,0,0.000477,0.005266,7.833192
318,0.264205,0.070755,0.002637,0.000712,0,0,0.000486,0.016533,7.449312
319,0.245754,0.070858,0.087235,0.00084,0,0,0.00048,0.005309,8.022972
320,0.269672,0.0695,0.002303,0.000943,0,0,0.000434,0.005264,7.730351
321,0.264551,0.074121,0.005098,0.000698,0,0,0.000437,0.005311,7.09083
322,0.255321,0.066625,0.002726,0.000764,0,0,0.000464,0.004995,7.800578
323,0.515284,0.10191,0.002348,0.000966,0,0,0.000823,0.005672,7.425545
324,0.251796,0.069789,0.004808,0.000682,0,0,0.000428,0.005153,7.914034
325,0.240013,0.067414,0.002427,0.000744,0,0,0.000517,0.00488,7.966243
326,0.269139,0.158149,0.005119,0.000753,0,0,0.00043,0.007455,6.946374
327,0.31639,0.092576,0.001929,0.000866,0,0,0.000453,0.008665,7.326019
328,0.348434,0.086213,0.002806,0.000837,0,0,0.000457,0.005393,8.103532
329,0.306214,0.089162,0.005856,0.000933,0,0,0.000526,0.034303,7.237931
330,0.261478,0.062791,0.002546,0.000666,0,0,0.00049,0.004198,8.307045
331,0.295832,0.077027,0.005065,0.00087,0,0,0.00049,0.005913,7.368756
332,0.319872,0.09836,0.002565,0.052637,0,0,0.000489,0.006888,7.269322
333,0.304928,0.069362,0.002184,0.000797,0,0,0.000534,0.00615,8.510395
334,0.510803,0.105019,0.005291,0.000819,0,0,0.000463,0.005592,6.157539
335,0.284107,0.063587,0.002689,0.000849,0,0,0.000744,0.005573,8.813006
336,0.243616,0.079993,0.004433,0.000766,0,0,0.000463,0.004805,6.653586
337,0.283776,0.073851,0.002582,0.000846,0,0,0.000443,0.004918,8.123149
338,0.276217,0.084521,0.002779,0.000955,0,0,0.000476,0.00697,7.281774
339,0.261373,0.063347,0.004093,0.000613,0,0,0.0005,0.004316,7.937449
340,0.283397,0.061129,0.001925,0.000609,0,0,0.000475,0.004476,8.092183
341,0.334232,0.094943,0.005798,0.000807,0,0,0.000477,0.005856,7.250585
342,0.388189,0.104913,0.004916,0.000774,0,0,0.000479,0.006296,7.240087
343,0.324039,0.081332,0.002878,0.000887,0,0,0.000469,0.005382,7.201864
344,0.240397,0.061218,0.003781,0.00072,0,0,0.000484,0.006419,8.37697
345,0.287636,0.06412,0.002019,0.000704,0,0,0.000453,0.004999,7.223608
346,0.290981,0.086871,0.004775,0.000637,0,0,0.000559,0.004909,8.136381
347,0.316701,0.093357,0.002196,0.000716,0,0,0.00052,0.005823,7.64047
348,0.311181,0.096751,0.003481,0.000803,0,0,0.000484,0.006825,6.826827
349,0.305586,0.081513,0.005168,0.000819,0,0,0.000479,0.006151,11.67783
350,0.332239,0.08721,0.002378,0.000866,0,0,0.000444,0.006524,7.486184
351,0.257877,0.08639,0.018167,0.000763,0,0,0.000448,0.005127,8.305459
352,0.379177,0.088696,0.00274,0.000945,0,0,0.000464,0.005739,11.65511
353,0.261991,0.06357,0.003859,0.00092,0,0,0.000468,0.005518,6.886202
354,0.241596,0.063116,0.004312,0.000778,0,0,0.000453,0.004677,26.42026
355,0.358426,0.085764,0.012013,0.000873,0,0,0.000654,0.004134,37.62719
356,0.21409,0.062174,0.00596,0.000718,0,0,0.000454,0.005018,8.415165
357,0.448664,0.082751,0.004748,0.000787,0,0,0.000697,0.008532,11.94714
358,0.280894,0.074713,0.003031,0.000769,0,0,0.000505,0.005707,10.73017
359,0.26564,0.070317,0.004902,0.000732,0,0,0.000463,0.004821,7.598126
360,0.285952,0.056946,0.002657,0.000644,0,0,0.000474,0.005322,8.091827
361,0.241857,0.073755,0.004198,0.000841,0,0,0.000474,0.005661,11.31907
362,0.444356,0.064898,0.002159,0.000993,0,0,0.00048,0.004602,8.252569
363,0.291336,0.067911,0.004683,0.000716,0,0,0.000614,0.005714,11.1492
364,0.450471,0.059772,0.002146,0.000585,0,0,0.00043,0.004167,7.472106
365,0.254757,0.057746,0.004053,0.000575,0,0,0.000482,0.004176,7.617594
366,0.265969,0.066014,0.002259,0.000733,0,0,0.000569,0.005909,7.410346
367,0.267098,0.061136,0.002146,0.000833,0,0,0.000469,0.004559,8.371367
368,0.321053,0.069551,0.004553,0.000689,0,0,0.000515,0.004515,7.017581
369,0.272565,0.083002,0.002269,0.000878,0,0,0.000476,0.005395,7.720878
370,0.416139,0.079432,0.005358,0.000796,0,0,0.000426,0.008126,7.148112
371,0.362825,0.066935,0.001997,0.000683,0,0,0.000502,0.005928,8.012233
372,0.25796,0.069477,0.002495,0.000746,0,0,0.000451,0.005287,7.369047
373,0.295296,0.072823,0.005362,0.000755,0,0,0.000477,0.007034,7.780327
374,0.249677,0.062831,0.002357,0.000698,0,0,0.000441,0.004574,7.720493
375,0.352377,0.0692,0.005603,0.000845,0,0,0.000425,0.005179,7.318598
376,0.455165,0.09364,0.002271,0.00074,0,0,0.000437,0.00465,7.581707
377,0.525778,0.090751,0.002524,0.001226,0,0,0.000486,0.005141,7.791289
378,0.265055,0.069342,0.004786,0.001018,0,0,0.000617,0.004916,7.285757
379,0.336109,0.059591,0.001837,0.000593,0,0,0.000488,0.005612,8.007355
380,0.322882,0.121477,0.004662,0.000693,0,0,0.000527,0.006487,11.55409
381,0.403272,0.061341,0.002301,0.000618,0,0,0.000471,0.004543,7.139546
382,0.244314,0.069456,0.005167,0.000724,0,0,0.000492,0.00494,11.2575
383,0.263323,0.06677,0.002401,0.000717,0,0,0.000917,0.004934,12.65534
384,0.285804,0.061609,0.003484,0.000709,0,0,0.000463,0.004893,7.415953
385,0.366383,0.141062,0.002298,0.000964,0,0,0.000472,0.005458,11.70661
386,0.317091,0.079152,0.004964,0.000811,0,0,0.000461,0.005148,7.450221
387,0.463589,0.078563,0.002217,0.00076,0,0,0.00047,0.020078,11.15965
388,0.389045,0.134433,0.005333,0.000958,0,0,0.000539,0.005785,11.89481
389,0.271456,0.070223,0.002219,0.000717,0,0,0.00047,0.004921,6.726622
390,0.337488,0.080565,0.006764,0.000837,0,0,0.00046,0.004203,8.064882
391,0.289253,0.073123,0.00337,0.000807,0,0,0.00046,0.005436,11.73631
392,0.534453,0.064379,0.003856,0.000605,0,0,0.000866,0.005431,7.045531
393,0.26742,0.072026,0.002354,0.000794,0,0,0.000496,0.004645,7.615444
394,0.253501,0.074656,0.004959,0.000743,0,0,0.00042,0.004731,7.79099
395,0.269768,0.080344,0.002772,0.000876,0,0,0.000451,0.005779,7.56751
396,0.361849,0.080777,0.002421,0.000947,0,0,0.000448,0.006156,7.597481
397,0.387529,0.076421,0.005044,0.000918,0,0,0.000468,0.005483,7.689002
398,0.340688,0.071518,0.002811,0.001207,0,0,0.000452,0.00537,7.369774
399,0.474175,0.084436,0.005352,0.000667,0,0,0.000488,0.00428,8.490798
400,0.364713,0.070989,0.00214,0.000686,0,0,0.00044,0.005914,10.83043
401,0.25928,0.07006,0.004533,0.000998,0,0,0.0005,0.005823,7.31665
402,0.34013,0.15188,0.00222,0.000767,0,0,0.000459,0.005361,7.992108
403,0.255587,0.103608,0.002149,0.00071,0,0,0.000485,0.006757,11.98635
404,0.269355,0.073825,0.004882,0.000713,0,0,0.000458,0.005909,23.1307
405,0.478926,0.080688,0.005537,0.000857,0,0,0.000716,0.06618,23.33775
406,0.259851,0.069364,0.004241,0.000693,0,0,0.000432,0.004942,7.315891
407,0.255827,0.067393,0.004774,0.00068,0,0,0.000481,0.004967,7.649442
408,0.261072,0.068438,0.002221,0.000666,0,0,0.000475,0.005165,8.39813
409,0.644077,0.070363,0.004778,0.000723,0,0,0.000717,0.005424,10.6695
410,0.43729,0.084971,0.002412,0.000721,0,0,0.000727,0.005043,7.857337
411,0.505659,0.073396,0.004612,0.000715,0,0,0.000474,0.005557,10.87562
412,0.397036,0.065548,0.00232,0.000698,0,0,0.000463,0.004747,7.400945
413,0.269927,0.068161,0.004666,0.000676,0,0,0.00052,0.005459,8.23166
414,0.250124,0.073847,0.002345,0.000786,0,0,0.000453,0.005192,7.363087
415,0.488681,0.074781,0.003226,0.001331,0,0,0.000511,0.004885,7.265435
416,0.514928,0.073998,0.004931,0.00073,0,0,0.00054,0.00545,7.831608
417,0.252766,0.072254,0.002817,0.000847,0,0,0.000434,0.005062,7.291492
418,0.317457,0.081686,0.006066,0.000757,0,0,0.000463,0.005187,7.538166
419,0.262451,0.078406,0.00226,0.00076,0,0,0.000477,0.005266,7.833192
420,0.264205,0.070755,0.002637,0.000712,0,0,0.000486,0.016533,7.449312
421,0.245754,0.070858,0.087235,0.00084,0,0,0.00048,0.005309,8.022972
422,0.269672,0.0695,0.002303,0.000943,0,0,0.000434,0.005264,7.730351
423,0.264551,0.074121,0.005098,0.000698,0,0,0.000437,0.005311,7.09083
424,0.255321,0.066625,0.002726,0.000764,0,0,0.000464,0.004995,7.800578
425,0.515284,0.10191,0.002348,0.000966,0,0,0.000823,0.005672,7.425545
426,0.251796,0.069789,0.004808,0.000682,0,0,0.000428,0.005153,7.914034
427,0.240013,0.067414,0.002427,0.000744,0,0,0.000517,0.00488,7.966243
428,0.269139,0.158149,0.005119,0.000753,0,0,0.00043,0.007455,6.946374
429,0.31639,0.092576,0.001929,0.000866,0,0,0.000453,0.008665,7.326019
430,0.348434,0.086213,0.002806,0.000837,0,0,0.000457,0.005393,8.103532
431,0.306214,0.089162,0.005856,0.000933,0,0,0.000526,0.034303,7.237931
432,0.261478,0.062791,0.002546,0.000666,0,0,0.00049,0.004198,8.307045
433,0.295832,0.077027,0.005065,0.00087,0,0,0.00049,0.005913,7.368756
434,0.319872,0.09836,0.002565,0.052637,0,0,0.000489,0.006888,7.269322
435,0.304928,0.069362,0.002184,0.000797,0,0,0.000534,0.00615,8.510395
436,0.510803,0.105019,0.005291,0.000819,0,0,0.000463,0.005592,6.157539
437,0.284107,0.063587,0.002689,0.000849,0,0,0.000744,0.005573,8.813006
438,0.243616,0.079993,0.004433,0.000766,0,0,0.000463,0.004805,6.653586
439,0.283776,0.073851,0.002582,0.000846,0,0,0.000443,0.004918,8.123149
440,0.276217,0.084521,0.002779,0.000955,0,0,0.000476,0.00697,7.281774
441,0.261373,0.063347,0.004093,0.000613,0,0,0.0005,0.004316,7.937449
442,0.283397,0.061129,0.001925,0.000609,0,0,0.000475,0.004476,8.092183
443,0.334232,0.094943,0.005798,0.000807,0,0,0.000477,0.005856,7.250585
444,0.388189,0.104913,0.004916,0.000774,0,0,0.000479,0.006296,7.240087
445,0.324039,0.081332,0.002878,0.000887,0,0,0.000469,0.005382,7.201864
446,0.240397,0.061218,0.003781,0.00072,0,0,0.000484,0.006419,8.37697
447,0.287636,0.06412,0.002019,0.000704,0,0,0.000453,0.004999,7.223608
448,0.290981,0.086871,0.004775,0.000637,0,0,0.000559,0.004909,8.136381
449,0.316701,0.093357,0.002196,0.000716,0,0,0.00052,0.005823,7.64047
450,0.311181,0.096751,0.003481,0.000803,0,0,0.000484,0.006825,6.826827
451,0.305586,0.081513,0.005168,0.000819,0,0,0.000479,0.006151,11.67783
452,0.332239,0.08721,0.002378,0.000866,0,0,0.000444,0.006524,7.486184
453,0.257877,0.08639,0.018167,0.000763,0,0,0.000448,0.005127,8.305459
454,0.379177,0.088696,0.00274,0.000945,0,0,0.000464,0.005739,11.65511
